accession,seq_len,epitope_density,n_epitope_residues,model_family,method,auroc,auprc,precision_at_k,source_probe_rows_path
Q9C5M8,408,0.0392156862745098,16,MTL (05 frozen),integrated_gradients,0.3560267857142857,0.0309246960992916,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9C5M8,408,0.0392156862745098,16,MTL (05 frozen),random_mean,0.5045822704081631,0.0526587166329498,0.04,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O04404,176,0.1079545454545454,19,MTL (05 frozen),residue_head,0.837412001340932,0.2647663079414509,0.2105263173580169,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O04404,176,0.1079545454545454,19,MTL (05 frozen),attention_weights,0.2346630908481394,0.0704427512295122,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O04404,176,0.1079545454545454,19,MTL (05 frozen),integrated_gradients,0.2896413007039893,0.0746564321836747,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
O04404,176,0.1079545454545454,19,MTL (05 frozen),random_mean,0.4914984914515587,0.1295034146365386,0.1094736837595701,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q09072,222,0.1216216216216216,27,MTL (05 frozen),residue_head,0.1527065527065527,0.0733125402874232,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q09072,222,0.1216216216216216,27,MTL (05 frozen),attention_weights,0.5905033238366572,0.1502216017176924,0.0740740746259689,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q09072,222,0.1216216216216216,27,MTL (05 frozen),integrated_gradients,0.6957264957264958,0.2234320001961651,0.2592592537403106,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q09072,222,0.1216216216216216,27,MTL (05 frozen),random_mean,0.4954264007597341,0.1376338319766788,0.1185185182094574,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9XG86,394,0.1395939086294416,55,MTL (05 frozen),residue_head,0.5741485652990078,0.2143181798648935,0.1818181872367859,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9XG86,394,0.1395939086294416,55,MTL (05 frozen),attention_weights,0.4626441405202467,0.1283384216414554,0.1272727251052856,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9XG86,394,0.1395939086294416,55,MTL (05 frozen),integrated_gradients,0.4519710378117457,0.1229522671325754,0.0545454546809196,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9XG86,394,0.1395939086294416,55,MTL (05 frozen),random_mean,0.5072496647894877,0.1546386832206837,0.1514545451104641,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q71SP0,157,0.3630573248407643,57,MTL (05 frozen),residue_head,0.5668421052631579,0.563653075350602,0.5263158082962036,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q71SP0,157,0.3630573248407643,57,MTL (05 frozen),attention_weights,0.4877192982456139,0.4031281652080681,0.2982456088066101,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q71SP0,157,0.3630573248407643,57,MTL (05 frozen),integrated_gradients,0.4445614035087719,0.3343611351554313,0.3684210479259491,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q71SP0,157,0.3630573248407643,57,MTL (05 frozen),random_mean,0.5051719298245615,0.384562002442561,0.3654385949671268,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
2EJN_A,153,0.4248366013071895,65,MTL (05 frozen),residue_head,0.7896853146853147,0.7048479962580025,0.6461538672447205,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
2EJN_A,153,0.4248366013071895,65,MTL (05 frozen),attention_weights,0.4405594405594406,0.3974861038641062,0.3692307770252228,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
2EJN_A,153,0.4248366013071895,65,MTL (05 frozen),integrated_gradients,0.3643356643356644,0.3524081564358515,0.3538461625576019,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
2EJN_A,153,0.4248366013071895,65,MTL (05 frozen),random_mean,0.5024055944055944,0.4419815893879482,0.4273846220970154,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9M4S2,367,0.2043596730245231,75,MTL (05 frozen),residue_head,0.8211415525114155,0.5000447759522787,0.4933333396911621,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9M4S2,367,0.2043596730245231,75,MTL (05 frozen),attention_weights,0.4225114155251141,0.178023679979325,0.1599999964237213,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9M4S2,367,0.2043596730245231,75,MTL (05 frozen),integrated_gradients,0.6286301369863014,0.2532967942457151,0.2266666740179062,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9M4S2,367,0.2043596730245231,75,MTL (05 frozen),random_mean,0.5014940639269407,0.218597043020805,0.2101333343982696,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9SCG9,367,0.1498637602179836,55,MTL (05 frozen),residue_head,0.5620629370629371,0.1633384520365003,0.1090909093618393,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9SCG9,367,0.1498637602179836,55,MTL (05 frozen),attention_weights,0.5344988344988345,0.1661356380692,0.145454540848732,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9SCG9,367,0.1498637602179836,55,MTL (05 frozen),integrated_gradients,0.5043123543123542,0.1478260274496295,0.0909090936183929,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
Q9SCG9,367,0.1498637602179836,55,MTL (05 frozen),random_mean,0.4960646853146853,0.1606131891550978,0.1461818169243633,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P43187,205,0.073170731707317,15,MTL (05 frozen),residue_head,0.74,0.1917680839665297,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P43187,205,0.073170731707317,15,MTL (05 frozen),attention_weights,0.4628070175438596,0.0683040482110758,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P43187,205,0.073170731707317,15,MTL (05 frozen),integrated_gradients,0.207719298245614,0.0467920709176899,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P43187,205,0.073170731707317,15,MTL (05 frozen),random_mean,0.513659649122807,0.1058434559055378,0.0846666702628135,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P40108,496,0.0302419354838709,15,MTL (05 frozen),residue_head,0.6367290367290368,0.040793000458807,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P40108,496,0.0302419354838709,15,MTL (05 frozen),attention_weights,0.3862785862785862,0.0241519157576045,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P40108,496,0.0302419354838709,15,MTL (05 frozen),integrated_gradients,0.4432432432432432,0.029177862775837,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P40108,496,0.0302419354838709,15,MTL (05 frozen),random_mean,0.4987733887733887,0.0435033599618461,0.0340000017732381,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,MTL (05 frozen),residue_head,0.6414201183431953,0.2648778238855294,0.2222222238779068,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,MTL (05 frozen),attention_weights,0.4887573964497042,0.1995494517499264,0.1777777820825576,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,MTL (05 frozen),integrated_gradients,0.5304404996712688,0.2057874180665665,0.1111111119389534,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0ABI7XHC5,214,0.2102803738317757,45,MTL (05 frozen),random_mean,0.4988586456278764,0.2292679522972261,0.2131111163645982,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,MTL (05 frozen),residue_head,0.7786711933053396,0.850772589862935,0.8278388381004333,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,MTL (05 frozen),attention_weights,0.3537627683969147,0.6112501929477052,0.6263736486434937,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,MTL (05 frozen),integrated_gradients,0.3864915572232645,0.6089035823944878,0.6556776762008667,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
A0PJ16,396,0.6893939393939394,273,MTL (05 frozen),random_mean,0.5000190595312547,0.6930940987129007,0.688571447134018,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,MTL (05 frozen),residue_head,0.8124295695289612,0.8709624340012179,0.8160919547080994,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,MTL (05 frozen),attention_weights,0.4254845616407482,0.6189981309976322,0.6168582439422607,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,MTL (05 frozen),integrated_gradients,0.4713488843813387,0.6042729626351009,0.6743295192718506,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
E1XUL4,397,0.6574307304785895,261,MTL (05 frozen),random_mean,0.4984178498985801,0.6611549444171736,0.6562835294008255,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P27760,398,0.2185929648241206,87,MTL (05 frozen),residue_head,0.7391432900912888,0.3353099962339935,0.3218390941619873,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P27760,398,0.2185929648241206,87,MTL (05 frozen),attention_weights,0.4686402779317736,0.2130940380616069,0.2068965584039688,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P27760,398,0.2185929648241206,87,MTL (05 frozen),integrated_gradients,0.4010052851387811,0.1741493092152726,0.1149425283074379,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P27760,398,0.2185929648241206,87,MTL (05 frozen),random_mean,0.5040460878885316,0.231140342752917,0.2224137938767671,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P00711,142,0.5985915492957746,85,MTL (05 frozen),residue_head,0.7393188854489163,0.8461543831568927,0.7058823704719543,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P00711,142,0.5985915492957746,85,MTL (05 frozen),attention_weights,0.5316821465428276,0.6227934212079504,0.5764706134796143,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P00711,142,0.5985915492957746,85,MTL (05 frozen),integrated_gradients,0.2730650154798761,0.4581220908994625,0.5176470875740051,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
P00711,142,0.5985915492957746,85,MTL (05 frozen),random_mean,0.4994179566563468,0.6105792317184785,0.599058847129345,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AES0,374,0.2967914438502674,111,MTL (05 frozen),residue_head,0.7598054328092352,0.5811785868834995,0.5585585832595825,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AES0,374,0.2967914438502674,111,MTL (05 frozen),attention_weights,0.3377522008700716,0.2362501863572695,0.1621621549129486,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AES0,374,0.2967914438502674,111,MTL (05 frozen),integrated_gradients,0.5901757270578564,0.4636328681531309,0.4054054021835327,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AES0,374,0.2967914438502674,111,MTL (05 frozen),random_mean,0.5005686294659679,0.3068405962908672,0.2972972974181175,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AJH7,73,0.547945205479452,40,MTL (05 frozen),residue_head,0.7553030303030303,0.7511889976565611,0.75,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AJH7,73,0.547945205479452,40,MTL (05 frozen),attention_weights,0.4757575757575757,0.5523583779693354,0.550000011920929,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AJH7,73,0.547945205479452,40,MTL (05 frozen),integrated_gradients,0.5833333333333333,0.7076156017736087,0.550000011920929,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AJH7,73,0.547945205479452,40,MTL (05 frozen),random_mean,0.4955530303030302,0.5684340525713852,0.5447499948740006,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z7P7,238,0.1260504201680672,30,MTL (05 frozen),residue_head,0.5618589743589744,0.2123327395584072,0.233333334326744,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z7P7,238,0.1260504201680672,30,MTL (05 frozen),attention_weights,0.3697115384615385,0.0957353445100988,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z7P7,238,0.1260504201680672,30,MTL (05 frozen),integrated_gradients,0.5785256410256411,0.1431241913270422,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z7P7,238,0.1260504201680672,30,MTL (05 frozen),random_mean,0.5007131410256409,0.1415607447673671,0.1220000039041042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6I9,434,0.1382488479262673,60,MTL (05 frozen),residue_head,0.3241978609625668,0.1133156994791625,0.0333333350718021,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6I9,434,0.1382488479262673,60,MTL (05 frozen),attention_weights,0.4200534759358289,0.1129218808953533,0.050000000745058,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6I9,434,0.1382488479262673,60,MTL (05 frozen),integrated_gradients,0.5915329768270945,0.2008411702911928,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6I9,434,0.1382488479262673,60,MTL (05 frozen),random_mean,0.5010383244206773,0.1503565024790996,0.1381666702404618,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6ZY35,71,0.704225352112676,50,MTL (05 frozen),residue_head,0.7971428571428572,0.9128622525849116,0.8199999928474426,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6ZY35,71,0.704225352112676,50,MTL (05 frozen),attention_weights,0.4838095238095238,0.6861182203839562,0.6800000071525574,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6ZY35,71,0.704225352112676,50,MTL (05 frozen),integrated_gradients,0.3561904761904761,0.6157185549175255,0.6600000262260437,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6ZY35,71,0.704225352112676,50,MTL (05 frozen),random_mean,0.5018952380952382,0.7233805952555619,0.7048000067472457,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFF4,173,0.1734104046242774,30,MTL (05 frozen),residue_head,0.8365967365967366,0.5226616843735764,0.4000000059604645,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFF4,173,0.1734104046242774,30,MTL (05 frozen),attention_weights,0.2582750582750582,0.1150745965980906,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFF4,173,0.1734104046242774,30,MTL (05 frozen),integrated_gradients,0.3995337995337995,0.1429920200298577,0.1000000014901161,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFF4,173,0.1734104046242774,30,MTL (05 frozen),random_mean,0.4958205128205128,0.1945977455430266,0.178666671551764,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),residue_head,0.743450571718049,0.6469676510237853,0.6122449040412903,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),attention_weights,0.3529454334925459,0.3325971890263963,0.2755101919174194,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),integrated_gradients,0.4198147344044,0.3507051666000646,0.3367346823215484,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),random_mean,0.4988609060645534,0.4198519325089563,0.4114285737276077,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),residue_head,0.6995011337868481,0.1791529812722592,0.1599999964237213,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),attention_weights,0.4853741496598639,0.1165750998425832,0.1466666609048843,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),integrated_gradients,0.4591609977324262,0.1096663137584856,0.1066666692495346,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),random_mean,0.4983650793650793,0.1203095525343214,0.1097333332151174,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),residue_head,0.6773504273504273,0.654814194197088,0.6111111044883728,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),attention_weights,0.4159544159544159,0.450228756887878,0.3888888955116272,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),integrated_gradients,0.5014245014245015,0.4583346737693879,0.5,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),random_mean,0.4988319088319089,0.5023016590150265,0.4763888901472091,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),residue_head,0.4534120734908136,0.1403885049417355,0.0416666679084301,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),attention_weights,0.3585958005249344,0.1218502073483119,0.0833333358168602,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),integrated_gradients,0.3713910761154855,0.1246563652469588,0.0833333358168602,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),random_mean,0.4982808398950131,0.1850014567709748,0.1595833339914679,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),residue_head,0.7163265306122449,0.6738345777339557,0.5666666626930237,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),attention_weights,0.3959183673469387,0.3119565475805166,0.233333334326744,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),integrated_gradients,0.4027210884353742,0.3415423677946931,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),random_mean,0.4943061224489796,0.4047168490643635,0.366000008136034,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),residue_head,0.6688172043010753,0.2636589684348306,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/mtl_probing_rows.csv
