accession,seq_len,epitope_density,n_epitope_residues,model_family,method,label_variant,auroc,auprc,precision_at_k,source_probe_rows_path
K7AFF4,173,0.1734104046242774,30,MTL (05 frozen),random_mean,original,0.5118951048951049,0.2052629777690845,0.1816666712611913,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFF4,173,0.1734104046242774,30,MTL (05 frozen),random_mean,scrambled,0.4983706293706293,0.1946828047746937,0.1716666709259152,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),residue_head,original,0.743450571718049,0.6469676510237853,0.6122449040412903,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),residue_head,scrambled,0.4742365031118831,0.3822565462922817,0.4081632792949676,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),attention_weights,original,0.3529454334925459,0.3325971890263963,0.2755101919174194,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),attention_weights,scrambled,0.5292372268056158,0.419341427581571,0.4183673560619354,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),integrated_gradients,original,0.4198147344044,0.3507051666000646,0.3367346823215484,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),integrated_gradients,scrambled,0.5096974960196845,0.425882588916373,0.4183673560619354,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),gradient_x_input,original,0.4905919814734404,0.4126678858368665,0.3979591727256775,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),gradient_x_input,scrambled,0.5028224055579679,0.4337862893509452,0.4183673560619354,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),smoothgrad_ig,original,0.4180055000723693,0.3504829252967786,0.3469387888908386,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),smoothgrad_ig,scrambled,0.4723548994065711,0.3809454399803559,0.3571428656578064,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),occlusion,original,0.456071790418295,0.3832941399140743,0.3571428656578064,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),occlusion,scrambled,0.4817991026197713,0.436611796957451,0.4081632792949676,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),random_mean,original,0.5054769141699232,0.4231591539347686,0.4141836756467819,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z707,239,0.4100418410041841,98,MTL (05 frozen),random_mean,scrambled,0.5007747141409755,0.4216340577712019,0.4114285719394683,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),residue_head,original,0.6995011337868481,0.1791529812722592,0.1599999964237213,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),residue_head,scrambled,0.4486848072562358,0.1016035189302415,0.0799999982118606,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),attention_weights,original,0.4853741496598639,0.1165750998425832,0.1466666609048843,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),attention_weights,scrambled,0.5006575963718821,0.1219771089061909,0.1199999973177909,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),integrated_gradients,original,0.4591609977324262,0.1096663137584856,0.1066666692495346,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),integrated_gradients,scrambled,0.4892517006802721,0.1192623764086133,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),gradient_x_input,original,0.503015873015873,0.1124802253921182,0.1066666692495346,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),gradient_x_input,scrambled,0.4631972789115646,0.1068566625008588,0.1199999973177909,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),smoothgrad_ig,original,0.4597278911564626,0.1096888305563171,0.1066666692495346,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),smoothgrad_ig,scrambled,0.5000680272108844,0.1180270609300535,0.1199999973177909,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),occlusion,original,0.4577324263038549,0.1101863519787067,0.1066666692495346,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),occlusion,scrambled,0.4923809523809523,0.1282101418923044,0.1466666609048843,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),random_mean,original,0.5045358276643991,0.1249007850368994,0.1174666667729616,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFJ3,663,0.1131221719457013,75,MTL (05 frozen),random_mean,scrambled,0.5029045351473923,0.1229540142318471,0.1190666662156581,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),residue_head,original,0.6773504273504273,0.654814194197088,0.6111111044883728,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),residue_head,scrambled,0.5477207977207977,0.4922941455848273,0.4722222089767456,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),attention_weights,original,0.4159544159544159,0.450228756887878,0.3888888955116272,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),attention_weights,scrambled,0.5612535612535613,0.533327642527851,0.5833333134651184,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),integrated_gradients,original,0.5014245014245015,0.4583346737693879,0.5,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),integrated_gradients,scrambled,0.4707977207977207,0.4856103524291437,0.4166666567325592,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),gradient_x_input,original,0.3618233618233618,0.4162924669163182,0.4166666567325592,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),gradient_x_input,scrambled,0.4522792022792022,0.4668248193533637,0.4444444477558136,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),smoothgrad_ig,original,0.5,0.4564277525619228,0.5,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),smoothgrad_ig,scrambled,0.6054131054131053,0.5426963345411416,0.6111111044883728,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),occlusion,original,0.5416666666666666,0.4863479263284784,0.5555555820465088,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),occlusion,scrambled,0.5327635327635327,0.5425815335171228,0.5,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),random_mean,original,0.4975854700854701,0.5028201873378417,0.4819444441795349,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0J2,75,0.48,36,MTL (05 frozen),random_mean,scrambled,0.497628205128205,0.506186852642784,0.4766666677594184,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),residue_head,original,0.4534120734908136,0.1403885049417355,0.0416666679084301,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),residue_head,scrambled,0.4780183727034121,0.1521922567227807,0.0833333358168602,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),attention_weights,original,0.3585958005249344,0.1218502073483119,0.0833333358168602,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),attention_weights,scrambled,0.5285433070866141,0.2114160379418395,0.2083333283662796,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),integrated_gradients,original,0.3713910761154855,0.1246563652469588,0.0833333358168602,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),integrated_gradients,scrambled,0.4908136482939632,0.1934335568380802,0.25,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),gradient_x_input,original,0.4146981627296588,0.1319532304478273,0.0416666679084301,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),gradient_x_input,scrambled,0.4924540682414698,0.158900621035211,0.125,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),smoothgrad_ig,original,0.3815616797900262,0.127176772488035,0.0833333358168602,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),smoothgrad_ig,scrambled,0.5101706036745407,0.163662384254404,0.1666666716337204,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),occlusion,original,0.47752624671916,0.1479235233882027,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),occlusion,scrambled,0.5477362204724409,0.1804072012940007,0.1666666716337204,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),random_mean,original,0.4915616797900263,0.183079378026974,0.1533333339914679,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AFB3,151,0.1589403973509933,24,MTL (05 frozen),random_mean,scrambled,0.4992158792650917,0.1788774008219905,0.1529166677594184,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),residue_head,original,0.7163265306122449,0.6738345777339557,0.5666666626930237,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),residue_head,scrambled,0.5380952380952382,0.4486351573047444,0.4666666686534881,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),attention_weights,original,0.3959183673469387,0.3119565475805166,0.233333334326744,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),attention_weights,scrambled,0.4,0.3585277598817943,0.3666666746139526,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),integrated_gradients,original,0.4027210884353742,0.3415423677946931,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),integrated_gradients,scrambled,0.4537414965986395,0.3892580518213007,0.3000000119209289,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),gradient_x_input,original,0.4680272108843537,0.4332553851395513,0.4000000059604645,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),gradient_x_input,scrambled,0.4931972789115647,0.3627856902790839,0.3666666746139526,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),smoothgrad_ig,original,0.4149659863945578,0.3483976103803142,0.3333333432674408,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),smoothgrad_ig,scrambled,0.5870748299319728,0.4581312264477532,0.4333333373069763,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),occlusion,original,0.4006802721088435,0.3439931375136452,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),occlusion,scrambled,0.5115646258503401,0.4049262635801638,0.4000000059604645,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),random_mean,original,0.4990204081632652,0.4096304929233965,0.3820000070333481,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K6Z6W8,79,0.379746835443038,30,MTL (05 frozen),random_mean,scrambled,0.5027210884353741,0.4110951416857811,0.3843333400785923,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),residue_head,original,0.6688172043010753,0.2636589684348306,0.2666666805744171,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),residue_head,scrambled,0.4365591397849462,0.1776165071147411,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),attention_weights,original,0.4050179211469534,0.1432307100669558,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),attention_weights,scrambled,0.4903225806451613,0.1394083703043173,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),integrated_gradients,original,0.4917562724014337,0.1467387910257959,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),integrated_gradients,scrambled,0.5483870967741936,0.1885212117432629,0.2000000029802322,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),gradient_x_input,original,0.6659498207885305,0.1898969485358544,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),gradient_x_input,scrambled,0.4157706093189964,0.125586998840083,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),smoothgrad_ig,original,0.4838709677419354,0.1444415853269056,0.0666666701436042,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),smoothgrad_ig,scrambled,0.4422939068100358,0.1325254655077476,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),occlusion,original,0.3953405017921146,0.1382598882598882,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),occlusion,scrambled,0.4795698924731182,0.1833524433524433,0.2000000029802322,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),random_mean,original,0.492573476702509,0.1704133345488865,0.1346666717529296,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7B0S9,108,0.1388888888888889,15,MTL (05 frozen),random_mean,scrambled,0.4954695340501792,0.1697796317133574,0.1473333387076854,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),residue_head,original,0.3378039215686274,0.0475371643583893,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),residue_head,scrambled,0.4330980392156863,0.0570187427572212,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),attention_weights,original,0.5821176470588235,0.0755589820041447,0.0333333350718021,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),attention_weights,scrambled,0.443843137254902,0.0577840714386293,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),integrated_gradients,original,0.3187450980392157,0.0459123710858356,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),integrated_gradients,scrambled,0.4668235294117647,0.062482782036109,0.0333333350718021,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),gradient_x_input,original,0.5477647058823529,0.088854947374727,0.1000000014901161,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),gradient_x_input,scrambled,0.5735686274509805,0.1342033569798169,0.1333333402872085,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
K7AKA2,455,0.0659340659340659,30,MTL (05 frozen),smoothgrad_ig,original,0.3174901960784314,0.0458411002870059,0.0,/Users/jianzhouyao/Library/Mobile Documents/com~apple~CloudDocs/Universität/ETH/DL in Biology/XAllergen2.0/results/probing/rows/mtl_probing_rows.csv
